year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
2016-05-01,final,UA,HU,UKRAINE,HUNGARY,2,0,2
2016-05-01,semi-final-1,AM,IS,ARMENIA,ICELAND,0,0,0
2016-05-01,semi-final-1,AT,IS,AUSTRIA,ICELAND,6,3,3
2016-05-01,semi-final-1,AZ,IS,AZERBAIJAN,ICELAND,0,0,0
2016-05-01,semi-final-1,BA,IS,BOSNIA AND HERZEGOVINA,ICELAND,0,0,0
2016-05-01,semi-final-1,CY,IS,CYPRUS,ICELAND,1,0,1
2016-05-01,semi-final-1,CZ,IS,CZECHIA,ICELAND,4,0,4
2016-05-01,semi-final-1,EE,IS,ESTONIA,ICELAND,7,3,4
2016-05-01,semi-final-1,ES,IS,SPAIN,ICELAND,6,4,2
2016-05-01,semi-final-1,FI,IS,FINLAND,ICELAND,9,5,4
2016-05-01,semi-final-1,FR,IS,FRANCE,ICELAND,0,0,0
2016-05-01,semi-final-1,GR,IS,GREECE,ICELAND,0,0,0
2016-05-01,semi-final-1,HR,IS,CROATIA,ICELAND,1,0,1
2016-05-01,semi-final-1,HU,IS,HUNGARY,ICELAND,1,0,1
2016-05-01,semi-final-1,IS,IS,ICELAND,ICELAND,0,0,0
2016-05-01,semi-final-1,MD,IS,MOLDOVA,ICELAND,0,0,0
2016-05-01,semi-final-1,ME,IS,MONTENEGRO,ICELAND,0,0,0
2016-05-01,semi-final-1,MT,IS,MALTA,ICELAND,3,3,0
2016-05-01,semi-final-1,NL,IS,NETHERLANDS,ICELAND,0,0,0
2016-05-01,semi-final-1,RU,IS,RUSSIA,ICELAND,0,0,0
2016-05-01,semi-final-1,SE,IS,SWEDEN,ICELAND,5,5,0
2016-05-01,semi-final-1,SM,IS,SAN MARINO,ICELAND,8,1,7
2016-05-01,semi-final-2,AL,IE,ALBANIA,IRELAND,0,0,0
2016-05-01,semi-final-2,AU,IE,AUSTRALIA,IRELAND,7,7,0
2016-05-01,semi-final-2,BE,IE,BELGIUM,IRELAND,4,4,0
2016-05-01,semi-final-2,BG,IE,BULGARIA,IRELAND,0,0,0
2016-05-01,semi-final-2,BY,IE,BELARUS,IRELAND,0,0,0
2016-05-01,semi-final-2,CH,IE,SWITZERLAND,IRELAND,2,2,0
2016-05-01,semi-final-2,DE,IE,GERMANY,IRELAND,0,0,0
2016-05-01,semi-final-2,DK,IE,DENMARK,IRELAND,8,4,4
2016-05-01,semi-final-2,GB,IE,UNITED KINGDOM,IRELAND,9,7,2
2016-05-01,semi-final-2,GE,IE,GEORGIA,IRELAND,0,0,0
2016-05-01,semi-final-2,IE,IE,IRELAND,IRELAND,0,0,0
2016-05-01,semi-final-2,IL,IE,ISRAEL,IRELAND,3,1,2
2016-05-01,semi-final-2,IT,IE,ITALY,IRELAND,2,0,2
2016-05-01,semi-final-2,LT,IE,LITHUANIA,IRELAND,1,1,0
2016-05-01,semi-final-2,LV,IE,LATVIA,IRELAND,1,1,0
2016-05-01,semi-final-2,MK,IE,NORTH MACEDONIA,IRELAND,0,0,0
2016-05-01,semi-final-2,NO,IE,NORWAY,IRELAND,5,2,3
2016-05-01,semi-final-2,PL,IE,POLAND,IRELAND,2,2,0
2016-05-01,semi-final-2,RS,IE,SERBIA,IRELAND,0,0,0
2016-05-01,semi-final-2,SI,IE,SLOVENIA,IRELAND,0,0,0
2016-05-01,semi-final-2,UA,IE,UKRAINE,IRELAND,2,0,2
2016-05-01,final,AL,IL,ALBANIA,ISRAEL,3,0,3
2016-05-01,semi-final-2,AL,IL,ALBANIA,ISRAEL,4,0,4
2016-05-01,final,AM,IL,ARMENIA,ISRAEL,0,0,0
2016-05-01,final,AT,IL,AUSTRIA,ISRAEL,0,0,0
2016-05-01,final,AU,IL,AUSTRALIA,ISRAEL,10,0,10
2016-05-01,semi-final-2,AU,IL,AUSTRALIA,ISRAEL,16,6,10
2016-05-01,final,AZ,IL,AZERBAIJAN,ISRAEL,9,6,3
2016-05-01,final,BA,IL,BOSNIA AND HERZEGOVINA,ISRAEL,0,0,0
2016-05-01,final,BE,IL,BELGIUM,ISRAEL,2,0,2
2016-05-01,semi-final-2,BE,IL,BELGIUM,ISRAEL,11,1,10
2016-05-01,semi-final-2,BG,IL,BULGARIA,ISRAEL,7,2,5
2016-05-01,final,BG,IL,BULGARIA,ISRAEL,2,2,0
2016-05-01,final,BY,IL,BELARUS,ISRAEL,0,0,0
2016-05-01,semi-final-2,BY,IL,BELARUS,ISRAEL,2,1,1
2016-05-01,semi-final-2,CH,IL,SWITZERLAND,ISRAEL,10,0,10
2016-05-01,final,CH,IL,SWITZERLAND,ISRAEL,8,0,8
2016-05-01,final,CY,IL,CYPRUS,ISRAEL,5,0,5
2016-05-01,final,CZ,IL,CZECHIA,ISRAEL,0,0,0
2016-05-01,semi-final-2,DE,IL,GERMANY,ISRAEL,14,2,12
2016-05-01,final,DE,IL,GERMANY,ISRAEL,12,0,12
2016-05-01,final,DK,IL,DENMARK,ISRAEL,2,0,2
2016-05-01,semi-final-2,DK,IL,DENMARK,ISRAEL,5,0,5
2016-05-01,final,EE,IL,ESTONIA,ISRAEL,0,0,0
2016-05-01,final,ES,IL,SPAIN,ISRAEL,1,0,1
2016-05-01,final,FI,IL,FINLAND,ISRAEL,7,0,7
2016-05-01,final,FR,IL,FRANCE,ISRAEL,3,3,0
2016-05-01,semi-final-2,GB,IL,UNITED KINGDOM,ISRAEL,6,2,4
2016-05-01,final,GB,IL,UNITED KINGDOM,ISRAEL,3,0,3
2016-05-01,semi-final-2,GE,IL,GEORGIA,ISRAEL,7,1,6
2016-05-01,final,GE,IL,GEORGIA,ISRAEL,3,0,3
2016-05-01,final,GR,IL,GREECE,ISRAEL,0,0,0
2016-05-01,final,HR,IL,CROATIA,ISRAEL,7,0,7
2016-05-01,final,HU,IL,HUNGARY,ISRAEL,0,0,0
2016-05-01,semi-final-2,IE,IL,IRELAND,ISRAEL,9,2,7
2016-05-01,final,IE,IL,IRELAND,ISRAEL,4,0,4
2016-05-01,semi-final-2,IL,IL,ISRAEL,ISRAEL,0,0,0
2016-05-01,final,IL,IL,ISRAEL,ISRAEL,0,0,0
2016-05-01,final,IS,IL,ICELAND,ISRAEL,0,0,0
2016-05-01,final,IT,IL,ITALY,ISRAEL,8,0,8
2016-05-01,semi-final-2,IT,IL,ITALY,ISRAEL,8,0,8
2016-05-01,final,LT,IL,LITHUANIA,ISRAEL,6,0,6
2016-05-01,semi-final-2,LT,IL,LITHUANIA,ISRAEL,6,0,6
2016-05-01,final,LV,IL,LATVIA,ISRAEL,2,0,2
2016-05-01,semi-final-2,LV,IL,LATVIA,ISRAEL,2,0,2
2016-05-01,final,MD,IL,MOLDOVA,ISRAEL,0,0,0
2016-05-01,final,ME,IL,MONTENEGRO,ISRAEL,0,0,0
2016-05-01,semi-final-2,MK,IL,NORTH MACEDONIA,ISRAEL,6,0,6
2016-05-01,final,MK,IL,NORTH MACEDONIA,ISRAEL,5,0,5
2016-05-01,final,MT,IL,MALTA,ISRAEL,1,0,1
2016-05-01,final,NL,IL,NETHERLANDS,ISRAEL,7,0,7
2016-05-01,semi-final-2,NO,IL,NORWAY,ISRAEL,6,1,5
2016-05-01,final,NO,IL,NORWAY,ISRAEL,3,0,3
2016-05-01,semi-final-2,PL,IL,POLAND,ISRAEL,8,0,8
2016-05-01,final,PL,IL,POLAND,ISRAEL,7,0,7
2016-05-01,final,RS,IL,SERBIA,ISRAEL,7,0,7
2016-05-01,semi-final-2,RS,IL,SERBIA,ISRAEL,7,0,7
2016-05-01,final,RU,IL,RUSSIA,ISRAEL,0,0,0
2016-05-01,final,SE,IL,SWEDEN,ISRAEL,0,0,0
2016-05-01,semi-final-2,SI,IL,SLOVENIA,ISRAEL,4,0,4
2016-05-01,final,SI,IL,SLOVENIA,ISRAEL,2,0,2
2016-05-01,final,SM,IL,SAN MARINO,ISRAEL,0,0,0
2016-05-01,semi-final-2,UA,IL,UKRAINE,ISRAEL,9,2,7
2016-05-01,final,UA,IL,UKRAINE,ISRAEL,6,0,6
2016-05-01,final,AL,IT,ALBANIA,ITALY,18,10,8
2016-05-01,final,AM,IT,ARMENIA,ITALY,0,0,0
2016-05-01,final,AT,IT,AUSTRIA,ITALY,0,0,0
2016-05-01,final,AU,IT,AUSTRALIA,ITALY,0,0,0
2016-05-01,final,AZ,IT,AZERBAIJAN,ITALY,0,0,0
2016-05-01,final,BA,IT,BOSNIA AND HERZEGOVINA,ITALY,0,0,0
2016-05-01,final,BE,IT,BELGIUM,ITALY,10,0,10
2016-05-01,final,BG,IT,BULGARIA,ITALY,0,0,0
2016-05-01,final,BY,IT,BELARUS,ITALY,0,0,0
2016-05-01,final,CH,IT,SWITZERLAND,ITALY,9,7,2
2016-05-01,final,CY,IT,CYPRUS,ITALY,3,0,3
2016-05-01,final,CZ,IT,CZECHIA,ITALY,0,0,0
2016-05-01,final,DE,IT,GERMANY,ITALY,4,1,3
2016-05-01,final,DK,IT,DENMARK,ITALY,0,0,0
2016-05-01,final,EE,IT,ESTONIA,ITALY,0,0,0
2016-05-01,final,ES,IT,SPAIN,ITALY,8,3,5
2016-05-01,final,FI,IT,FINLAND,ITALY,2,0,2
2016-05-01,final,FR,IT,FRANCE,ITALY,12,0,12
2016-05-01,final,GB,IT,UNITED KINGDOM,ITALY,0,0,0
2016-05-01,final,GE,IT,GEORGIA,ITALY,0,0,0
2016-05-01,final,GR,IT,GREECE,ITALY,0,0,0
2016-05-01,final,HR,IT,CROATIA,ITALY,3,0,3
2016-05-01,final,HU,IT,HUNGARY,ITALY,0,0,0
2016-05-01,final,IE,IT,IRELAND,ITALY,6,0,6
2016-05-01,final,IL,IT,ISRAEL,ITALY,0,0,0
2016-05-01,final,IS,IT,ICELAND,ITALY,0,0,0
2016-05-01,final,IT,IT,ITALY,ITALY,0,0,0
2016-05-01,final,LT,IT,LITHUANIA,ITALY,0,0,0
2016-05-01,final,LV,IT,LATVIA,ITALY,0,0,0
2016-05-01,final,MD,IT,MOLDOVA,ITALY,0,0,0
2016-05-01,final,ME,IT,MONTENEGRO,ITALY,4,4,0
2016-05-01,final,MK,IT,NORTH MACEDONIA,ITALY,1,1,0
2016-05-01,final,MT,IT,MALTA,ITALY,15,7,8
2016-05-01,final,NL,IT,NETHERLANDS,ITALY,6,0,6
2016-05-01,final,NO,IT,NORWAY,ITALY,12,0,12
2016-05-01,final,PL,IT,POLAND,ITALY,0,0,0
2016-05-01,final,RS,IT,SERBIA,ITALY,0,0,0
2016-05-01,final,RU,IT,RUSSIA,ITALY,0,0,0
2016-05-01,final,SE,IT,SWEDEN,ITALY,0,0,0
2016-05-01,final,SI,IT,SLOVENIA,ITALY,1,1,0
2016-05-01,final,SM,IT,SAN MARINO,ITALY,10,0,10
2016-05-01,final,UA,IT,UKRAINE,ITALY,0,0,0
2016-05-01,semi-final-2,AL,LV,ALBANIA,LATVIA,1,0,1
2016-05-01,final,AL,LV,ALBANIA,LATVIA,0,0,0
2016-05-01,final,AM,LV,ARMENIA,LATVIA,0,0,0
2016-05-01,final,AT,LV,AUSTRIA,LATVIA,0,0,0
2016-05-01,final,AU,LV,AUSTRALIA,LATVIA,0,0,0
2016-05-01,semi-final-2,AU,LV,AUSTRALIA,LATVIA,5,5,0
2016-05-01,final,AZ,LV,AZERBAIJAN,LATVIA,0,0,0
2016-05-01,final,BA,LV,BOSNIA AND HERZEGOVINA,LATVIA,0,0,0
2016-05-01,final,BE,LV,BELGIUM,LATVIA,0,0,0
2016-05-01,semi-final-2,BE,LV,BELGIUM,LATVIA,3,3,0
2016-05-01,semi-final-2,BG,LV,BULGARIA,LATVIA,0,0,0
2016-05-01,final,BG,LV,BULGARIA,LATVIA,0,0,0
2016-05-01,semi-final-2,BY,LV,BELARUS,LATVIA,5,5,0
2016-05-01,final,BY,LV,BELARUS,LATVIA,5,5,0
2016-05-01,final,CH,LV,SWITZERLAND,LATVIA,3,0,3
2016-05-01,semi-final-2,CH,LV,SWITZERLAND,LATVIA,6,0,6
2016-05-01,final,CY,LV,CYPRUS,LATVIA,0,0,0
2016-05-01,final,CZ,LV,CZECHIA,LATVIA,1,0,1
2016-05-01,semi-final-2,DE,LV,GERMANY,LATVIA,8,3,5
2016-05-01,final,DE,LV,GERMANY,LATVIA,2,0,2
2016-05-01,final,DK,LV,DENMARK,LATVIA,0,0,0
2016-05-01,semi-final-2,DK,LV,DENMARK,LATVIA,5,2,3
2016-05-01,final,EE,LV,ESTONIA,LATVIA,15,7,8
2016-05-01,final,ES,LV,SPAIN,LATVIA,0,0,0
2016-05-01,final,FI,LV,FINLAND,LATVIA,2,2,0
2016-05-01,final,FR,LV,FRANCE,LATVIA,0,0,0
2016-05-01,semi-final-2,GB,LV,UNITED KINGDOM,LATVIA,5,5,0
2016-05-01,final,GB,LV,UNITED KINGDOM,LATVIA,3,3,0
2016-05-01,final,GE,LV,GEORGIA,LATVIA,13,6,7
2016-05-01,semi-final-2,GE,LV,GEORGIA,LATVIA,13,8,5
2016-05-01,final,GR,LV,GREECE,LATVIA,0,0,0
2016-05-01,final,HR,LV,CROATIA,LATVIA,0,0,0
2016-05-01,final,HU,LV,HUNGARY,LATVIA,8,0,8
2016-05-01,final,IE,LV,IRELAND,LATVIA,8,7,1
2016-05-01,semi-final-2,IE,LV,IRELAND,LATVIA,11,7,4
2016-05-01,final,IL,LV,ISRAEL,LATVIA,5,0,5
2016-05-01,semi-final-2,IL,LV,ISRAEL,LATVIA,7,0,7
2016-05-01,final,IS,LV,ICELAND,LATVIA,0,0,0
2016-05-01,semi-final-2,IT,LV,ITALY,LATVIA,0,0,0
2016-05-01,final,IT,LV,ITALY,LATVIA,0,0,0
2016-05-01,semi-final-2,LT,LV,LITHUANIA,LATVIA,19,12,7
2016-05-01,final,LT,LV,LITHUANIA,LATVIA,19,12,7
2016-05-01,semi-final-2,LV,LV,LATVIA,LATVIA,0,0,0
2016-05-01,final,LV,LV,LATVIA,LATVIA,0,0,0
2016-05-01,final,MD,LV,MOLDOVA,LATVIA,1,1,0
2016-05-01,final,ME,LV,MONTENEGRO,LATVIA,0,0,0
2016-05-01,final,MK,LV,NORTH MACEDONIA,LATVIA,3,0,3
2016-05-01,semi-final-2,MK,LV,NORTH MACEDONIA,LATVIA,9,7,2
2016-05-01,final,MT,LV,MALTA,LATVIA,0,0,0
2016-05-01,final,NL,LV,NETHERLANDS,LATVIA,0,0,0
2016-05-01,final,NO,LV,NORWAY,LATVIA,3,3,0
2016-05-01,semi-final-2,NO,LV,NORWAY,LATVIA,5,3,2
2016-05-01,semi-final-2,PL,LV,POLAND,LATVIA,11,5,6
2016-05-01,final,PL,LV,POLAND,LATVIA,11,5,6
2016-05-01,final,RS,LV,SERBIA,LATVIA,0,0,0
2016-05-01,semi-final-2,RS,LV,SERBIA,LATVIA,0,0,0
2016-05-01,final,RU,LV,RUSSIA,LATVIA,4,1,3
2016-05-01,final,SE,LV,SWEDEN,LATVIA,0,0,0
2016-05-01,semi-final-2,SI,LV,SLOVENIA,LATVIA,10,0,10
2016-05-01,final,SI,LV,SLOVENIA,LATVIA,7,0,7
2016-05-01,final,SM,LV,SAN MARINO,LATVIA,6,6,0
2016-05-01,final,UA,LV,UKRAINE,LATVIA,13,5,8
2016-05-01,semi-final-2,UA,LV,UKRAINE,LATVIA,9,3,6
2016-05-01,semi-final-2,AL,LT,ALBANIA,LITHUANIA,4,4,0
2016-05-01,final,AL,LT,ALBANIA,LITHUANIA,4,4,0
2016-05-01,final,AM,LT,ARMENIA,LITHUANIA,0,0,0
2016-05-01,final,AT,LT,AUSTRIA,LITHUANIA,1,0,1
2016-05-01,semi-final-2,AU,LT,AUSTRALIA,LITHUANIA,15,8,7
2016-05-01,final,AU,LT,AUSTRALIA,LITHUANIA,8,1,7
2016-05-01,final,AZ,LT,AZERBAIJAN,LITHUANIA,5,0,5
2016-05-01,final,BA,LT,BOSNIA AND HERZEGOVINA,LITHUANIA,0,0,0
2016-05-01,final,BE,LT,BELGIUM,LITHUANIA,0,0,0
2016-05-01,semi-final-2,BE,LT,BELGIUM,LITHUANIA,11,8,3
2016-05-01,semi-final-2,BG,LT,BULGARIA,LITHUANIA,6,3,3
2016-05-01,final,BG,LT,BULGARIA,LITHUANIA,1,0,1
2016-05-01,final,BY,LT,BELARUS,LITHUANIA,10,0,10
2016-05-01,semi-final-2,BY,LT,BELARUS,LITHUANIA,20,10,10
2016-05-01,semi-final-2,CH,LT,SWITZERLAND,LITHUANIA,8,0,8
2016-05-01,final,CH,LT,SWITZERLAND,LITHUANIA,7,0,7
2016-05-01,final,CY,LT,CYPRUS,LITHUANIA,3,3,0
2016-05-01,final,CZ,LT,CZECHIA,LITHUANIA,3,0,3
2016-05-01,semi-final-2,DE,LT,GERMANY,LITHUANIA,7,4,3
2016-05-01,final,DE,LT,GERMANY,LITHUANIA,1,0,1
2016-05-01,final,DK,LT,DENMARK,LITHUANIA,11,6,5
2016-05-01,semi-final-2,DK,LT,DENMARK,LITHUANIA,17,7,10
2016-05-01,final,EE,LT,ESTONIA,LITHUANIA,10,5,5
2016-05-01,final,ES,LT,SPAIN,LITHUANIA,0,0,0
2016-05-01,final,FI,LT,FINLAND,LITHUANIA,6,0,6
2016-05-01,final,FR,LT,FRANCE,LITHUANIA,0,0,0
2016-05-01,semi-final-2,GB,LT,UNITED KINGDOM,LITHUANIA,20,12,8
2016-05-01,final,GB,LT,UNITED KINGDOM,LITHUANIA,16,12,4
2016-05-01,final,GE,LT,GEORGIA,LITHUANIA,10,5,5
2016-05-01,semi-final-2,GE,LT,GEORGIA,LITHUANIA,12,10,2
2016-05-01,final,GR,LT,GREECE,LITHUANIA,0,0,0
2016-05-01,final,HR,LT,CROATIA,LITHUANIA,0,0,0
2016-05-01,final,HU,LT,HUNGARY,LITHUANIA,3,0,3
2016-05-01,final,IE,LT,IRELAND,LITHUANIA,12,12,0
2016-05-01,semi-final-2,IE,LT,IRELAND,LITHUANIA,15,12,3
2016-05-01,final,IL,LT,ISRAEL,LITHUANIA,1,0,1
2016-05-01,semi-final-2,IL,LT,ISRAEL,LITHUANIA,9,5,4
2016-05-01,final,IS,LT,ICELAND,LITHUANIA,4,4,0
2016-05-01,semi-final-2,IT,LT,ITALY,LITHUANIA,5,4,1
2016-05-01,final,IT,LT,ITALY,LITHUANIA,2,2,0
2016-05-01,final,LT,LT,LITHUANIA,LITHUANIA,0,0,0
2016-05-01,semi-final-2,LT,LT,LITHUANIA,LITHUANIA,0,0,0
2016-05-01,semi-final-2,LV,LT,LATVIA,LITHUANIA,22,10,12
2016-05-01,final,LV,LT,LATVIA,LITHUANIA,18,8,10
2016-05-01,final,MD,LT,MOLDOVA,LITHUANIA,7,3,4
2016-05-01,final,ME,LT,MONTENEGRO,LITHUANIA,2,2,0
2016-05-01,final,MK,LT,NORTH MACEDONIA,LITHUANIA,0,0,0
2016-05-01,semi-final-2,MK,LT,NORTH MACEDONIA,LITHUANIA,5,0,5
2016-05-01,final,MT,LT,MALTA,LITHUANIA,0,0,0
2016-05-01,final,NL,LT,NETHERLANDS,LITHUANIA,0,0,0
2016-05-01,final,NO,LT,NORWAY,LITHUANIA,14,12,2
2016-05-01,semi-final-2,NO,LT,NORWAY,LITHUANIA,20,12,8
2016-05-01,semi-final-2,PL,LT,POLAND,LITHUANIA,6,3,3
2016-05-01,final,PL,LT,POLAND,LITHUANIA,2,0,2
2016-05-01,final,RS,LT,SERBIA,LITHUANIA,8,0,8
2016-05-01,semi-final-2,RS,LT,SERBIA,LITHUANIA,5,0,5
2016-05-01,final,RU,LT,RUSSIA,LITHUANIA,0,0,0
2016-05-01,final,SE,LT,SWEDEN,LITHUANIA,8,6,2
2016-05-01,semi-final-2,SI,LT,SLOVENIA,LITHUANIA,1,0,1
2016-05-01,final,SI,LT,SLOVENIA,LITHUANIA,0,0,0
2016-05-01,final,SM,LT,SAN MARINO,LITHUANIA,8,8,0
2016-05-01,semi-final-2,UA,LT,UKRAINE,LITHUANIA,14,6,8
2016-05-01,final,UA,LT,UKRAINE,LITHUANIA,15,3,12
2016-05-01,final,AL,MT,ALBANIA,MALTA,2,0,2
2016-05-01,final,AM,MT,ARMENIA,MALTA,13,5,8
2016-05-01,semi-final-1,AM,MT,ARMENIA,MALTA,22,10,12
2016-05-01,semi-final-1,AT,MT,AUSTRIA,MALTA,12,0,12
2016-05-01,final,AT,MT,AUSTRIA,MALTA,10,0,10
2016-05-01,final,AU,MT,AUSTRALIA,MALTA,6,6,0
2016-05-01,semi-final-1,AZ,MT,AZERBAIJAN,MALTA,12,8,4
2016-05-01,final,AZ,MT,AZERBAIJAN,MALTA,11,5,6
2016-05-01,semi-final-1,BA,MT,BOSNIA AND HERZEGOVINA,MALTA,7,5,2
2016-05-01,final,BA,MT,BOSNIA AND HERZEGOVINA,MALTA,0,0,0
2016-05-01,final,BE,MT,BELGIUM,MALTA,0,0,0
2016-05-01,final,BG,MT,BULGARIA,MALTA,7,0,7
2016-05-01,final,BY,MT,BELARUS,MALTA,5,0,5
2016-05-01,final,CH,MT,SWITZERLAND,MALTA,0,0,0
2016-05-01,final,CY,MT,CYPRUS,MALTA,6,0,6
2016-05-01,semi-final-1,CY,MT,CYPRUS,MALTA,13,5,8
2016-05-01,semi-final-1,CZ,MT,CZECHIA,MALTA,9,1,8
2016-05-01,final,CZ,MT,CZECHIA,MALTA,6,0,6
2016-05-01,final,DE,MT,GERMANY,MALTA,0,0,0
2016-05-01,final,DK,MT,DENMARK,MALTA,0,0,0
2016-05-01,semi-final-1,EE,MT,ESTONIA,MALTA,10,2,8
2016-05-01,final,EE,MT,ESTONIA,MALTA,2,0,2
2016-05-01,semi-final-1,ES,MT,SPAIN,MALTA,8,1,7
2016-05-01,final,ES,MT,SPAIN,MALTA,6,0,6
2016-05-01,final,FI,MT,FINLAND,MALTA,5,0,5
2016-05-01,semi-final-1,FI,MT,FINLAND,MALTA,8,0,8
2016-05-01,semi-final-1,FR,MT,FRANCE,MALTA,10,0,10
2016-05-01,final,FR,MT,FRANCE,MALTA,4,0,4
2016-05-01,final,GB,MT,UNITED KINGDOM,MALTA,0,0,0
2016-05-01,final,GE,MT,GEORGIA,MALTA,0,0,0
2016-05-01,semi-final-1,GR,MT,GREECE,MALTA,5,1,4
2016-05-01,final,GR,MT,GREECE,MALTA,4,0,4
2016-05-01,final,HR,MT,CROATIA,MALTA,0,0,0
2016-05-01,semi-final-1,HR,MT,CROATIA,MALTA,8,1,7
2016-05-01,final,HU,MT,HUNGARY,MALTA,10,0,10
2016-05-01,semi-final-1,HU,MT,HUNGARY,MALTA,16,4,12
2016-05-01,final,IE,MT,IRELAND,MALTA,0,0,0
2016-05-01,final,IL,MT,ISRAEL,MALTA,0,0,0
2016-05-01,final,IS,MT,ICELAND,MALTA,4,0,4
2016-05-01,semi-final-1,IS,MT,ICELAND,MALTA,10,4,6
2016-05-01,final,IT,MT,ITALY,MALTA,5,0,5
2016-05-01,final,LT,MT,LITHUANIA,MALTA,0,0,0
2016-05-01,final,LV,MT,LATVIA,MALTA,4,0,4
2016-05-01,final,MD,MT,MOLDOVA,MALTA,3,0,3
2016-05-01,semi-final-1,MD,MT,MOLDOVA,MALTA,11,5,6
2016-05-01,final,ME,MT,MONTENEGRO,MALTA,12,0,12
2016-05-01,semi-final-1,ME,MT,MONTENEGRO,MALTA,14,4,10
2016-05-01,final,MK,MT,NORTH MACEDONIA,MALTA,0,0,0
2016-05-01,semi-final-1,MT,MT,MALTA,MALTA,0,0,0
2016-05-01,final,MT,MT,MALTA,MALTA,0,0,0
2016-05-01,semi-final-1,NL,MT,NETHERLANDS,MALTA,9,1,8
2016-05-01,final,NL,MT,NETHERLANDS,MALTA,0,0,0
2016-05-01,final,NO,MT,NORWAY,MALTA,0,0,0
2016-05-01,final,PL,MT,POLAND,MALTA,0,0,0
2016-05-01,final,RS,MT,SERBIA,MALTA,10,0,10
2016-05-01,semi-final-1,RU,MT,RUSSIA,MALTA,10,2,8
2016-05-01,final,RU,MT,RUSSIA,MALTA,8,0,8
2016-05-01,final,SE,MT,SWEDEN,MALTA,7,0,7
2016-05-01,semi-final-1,SE,MT,SWEDEN,MALTA,10,0,10
2016-05-01,final,SI,MT,SLOVENIA,MALTA,0,0,0
2016-05-01,final,SM,MT,SAN MARINO,MALTA,3,0,3
2016-05-01,semi-final-1,SM,MT,SAN MARINO,MALTA,5,0,5
2016-05-01,final,UA,MT,UKRAINE,MALTA,0,0,0
2016-05-01,semi-final-1,AM,MD,ARMENIA,MOLDOVA,6,0,6
2016-05-01,semi-final-1,AT,MD,AUSTRIA,MOLDOVA,0,0,0
2016-05-01,semi-final-1,AZ,MD,AZERBAIJAN,MOLDOVA,5,0,5
2016-05-01,semi-final-1,BA,MD,BOSNIA AND HERZEGOVINA,MOLDOVA,0,0,0
2016-05-01,semi-final-1,CY,MD,CYPRUS,MOLDOVA,2,2,0
2016-05-01,semi-final-1,CZ,MD,CZECHIA,MOLDOVA,0,0,0
2016-05-01,semi-final-1,EE,MD,ESTONIA,MOLDOVA,0,0,0
2016-05-01,semi-final-1,ES,MD,SPAIN,MOLDOVA,0,0,0
2016-05-01,semi-final-1,FI,MD,FINLAND,MOLDOVA,0,0,0
2016-05-01,semi-final-1,FR,MD,FRANCE,MOLDOVA,2,2,0
2016-05-01,semi-final-1,GR,MD,GREECE,MOLDOVA,3,0,3
2016-05-01,semi-final-1,HR,MD,CROATIA,MOLDOVA,0,0,0
2016-05-01,semi-final-1,HU,MD,HUNGARY,MOLDOVA,0,0,0
2016-05-01,semi-final-1,IS,MD,ICELAND,MOLDOVA,0,0,0
2016-05-01,semi-final-1,MD,MD,MOLDOVA,MOLDOVA,0,0,0
2016-05-01,semi-final-1,ME,MD,MONTENEGRO,MOLDOVA,0,0,0
2016-05-01,semi-final-1,MT,MD,MALTA,MOLDOVA,4,0,4
2016-05-01,semi-final-1,NL,MD,NETHERLANDS,MOLDOVA,0,0,0
2016-05-01,semi-final-1,RU,MD,RUSSIA,MOLDOVA,11,5,6
2016-05-01,semi-final-1,SE,MD,SWEDEN,MOLDOVA,0,0,0
2016-05-01,semi-final-1,SM,MD,SAN MARINO,MOLDOVA,0,0,0
2016-05-01,semi-final-1,AM,ME,ARMENIA,MONTENEGRO,10,0,10
2016-05-01,semi-final-1,AT,ME,AUSTRIA,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,AZ,ME,AZERBAIJAN,MONTENEGRO,7,0,7
2016-05-01,semi-final-1,BA,ME,BOSNIA AND HERZEGOVINA,MONTENEGRO,11,8,3
2016-05-01,semi-final-1,CY,ME,CYPRUS,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,CZ,ME,CZECHIA,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,EE,ME,ESTONIA,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,ES,ME,SPAIN,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,FI,ME,FINLAND,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,FR,ME,FRANCE,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,GR,ME,GREECE,MONTENEGRO,6,0,6
2016-05-01,semi-final-1,HR,ME,CROATIA,MONTENEGRO,6,6,0
2016-05-01,semi-final-1,HU,ME,HUNGARY,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,IS,ME,ICELAND,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,MD,ME,MOLDOVA,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,ME,ME,MONTENEGRO,MONTENEGRO,0,0,0
2016-05-01,semi-final-1,MT,ME,MALTA,MONTENEGRO,7,0,7
2016-05-01,semi-final-1,NL,ME,NETHERLANDS,MONTENEGRO,0,0,0
