year,to_country_id,to_country,performer,song,place_contest,running_final,place_final,points_final,points_tele_final,points_jury_final,lyrics,youtube_url
1975,gb,United Kingdom,The Shadows,Let Me Be The One,2,9,2,138,0,138,"Tonight (Tonight)\nTonight (Tonight)\nTonight (Tonight)\nTonight\n\nLet me be the one who's lovin' you tonight\nLet me be the one who really holds you tight\nI'll even bring along a magic moon\nJust to make you feel all right\nSo let me be the one who's lovin' you tonight\n\nLet me be the one who takes you by the hand\n(Let me be the one)\nLet me be the one who always understands\n(Let me be the one)\nEverybody knows we've been good friends\nBut I think the time is right\nSo let me be the one who's lovin' you tonight\n\nYou and I could have an affair\n(All you gotta do is...)\nMake sweet music, go anywhere\nBuilding highways taking us there\nAs long as I know you really care\nWon't you show me you care?\n\nOh... come on\nLet me be the one who's lovin' you tonight\nLet me be the one who really holds you tight\nI'll even bring along a magic moon\nJust to make you feel all right\nSo let me be the one who's lovin' you tonight\n\nDoo doo doo doo...\nWon't you show me you care?\n\nOh... come on\nLet me be the one who takes you by the hand\nLet me be the one who always understands\nEverybody knows we've been good friends\nBut I think the time is right\nSo let me be the one who's lovin' you tonight\n\nLet me be the one who's lovin' you\nTonight (Tonight)\nTonight (Tonight)\nTonight (Tonight)\nTonight",https://youtube.com/watch?v=7r--8IpCvvE
1975,it,Italy,Wess & Dori Ghezzi,Era,3,19,3,115,0,115,"Da un po' di settimane in qua\nMi sento un'altra donna già\nChe vada tutto a rotoli\nOra, ora, ora\n\nAccanto a te, ci sono io\nAmore, sono tutto tuo\nE sembra quasi un secolo\nQuando far l'amore\n\nEra baciarsi al cinema\nEra la mia domenica\nEra trovare un angolo nascosto\nEra, era, era arrossire in pubblico (L'amore)\nEra parlarsi in codice (di amore)\nEra rientrare prima della sera\nEra\n\nLe storie che inventavo ai miei\nLe amiche conosciute mai\nLa posta tra la biancheria\nEra ora, ora\n\nOra sfido il mondo io\nUn amore quando è mio, è mio\nE sembra quasi un secolo\nQuando far l'amore\n\nEra baciarsi al cinema\nEra la mia domenica\nEra trovare un angolo nascosto\nEra, era\nEra arrossire in pubblico (L'amore)\nEra parlarsi in codice (di amore)\nEra rientrare prima della sera\nEra, era\n\nNa na na na na na na... (L'amore)\nNa na na na na na na... (Di amore)\nEra rientrare prima della sera\nEra, era\nNa na na na na na na...\nNa na na na na na na...\nNa na na na na na...\nEra, era, era",https://youtube.com/watch?v=NsIBEMuTjxw
1975,fr,France,Nicole Rieu,Et Bonjour à Toi L'artiste,4,3,4,91,0,91,,"Et bonjour à toi, l'artiste de n'importe où\nQui fait les jours gais ou tristes, toi qui changes tout\nTu nous offres la musique comme un cadeau\nToi, le magicien des temps nouveaux\n\nEt bonjour à toi, le peintre de la lumière\nQui connaît toutes les teintes de l'univers\nTu vas faire de l'an deux mille un millénaire\nLe plus beau de l'histoire de la terre\n\n(Il est temps) d'acheter des couleurs\n(Il est temps) de te mettre au labeur\n(Il est temps) Toi, le compositeur\nDe te donner de tout ton cœur\n\n(Il est temps) Et si tu commençais\n(Maintenant) Demain tout serait prêt\n(Il est temps) Tu fais ce qui te plaît\nPrends tout ton temps\n(Mais ne le prends pas trop, s'il te plaît)\n\nEt bonjour à toi, l'artiste, le grand auteur\nLe brillant illusioniste, le célèbre acteur\nTu vas nous changer le monde, tu vas chanter\nPour nous faire oublier le passé\n\n(Il est temps) d'acheter des couleurs\n(Il est temps) de te mettre au labeur\n(Il est temps) Toi, le compositeur\nDe te donner de tout ton cœur\n\n(Il est temps) Et si tu commençais\n(Maintenant) Demain tout serait prêt\n(Il est temps) Tu fais ce qui te plaît\nPrends tout ton temps\nPrends tout ton temps\n\n(Il est temps) d'acheter des couleurs\n(Il est temps) de te mettre au labeur\n(Il est temps) Toi, le compositeur\nDe te donner de tout ton cœur\n\n(Il est temps) Et si tu commençais\n(Maintenant) Demain tout serait prêt\n(Il est temps) Tu fais ce qui te plaît\nPrends tout ton temps\n\n(Il est temps) d'acheter des couleurs\n(Il est temps) de te mettre au labeur\n(Il est temps) Toi, le compositeur\nDe te donner de tout ton cœur\n\n(Il est temps)"
1975,lu,Luxembourg,Géraldine,Toi,5,5,5,84,0,84,Bill Martin,Phil Coulter
1975,ch,Switzerland,Simone Drexel,Mikado,6,7,6,77,0,77,"Ein alter Mann saß stumm am Straßenrand\nIn all dem Lärm und dem Verkehr\nEin Kind nur warf ihm eine Münze zu\nEr rief es zu sich her\nDann zeigte er ihm ein Mikado-Spiel\nEin Bündel Stäbchen, bunt und lang\nEr warf sie hin zu einem kleinen Kreis\nWobei er leise sang\n\nMikado, Mikado, so heißt das alte Spiel\nMikado, Mikado, nicht jeder kommt ans Ziel\nDu kannst alles haben mit etwas Geschick\nMikado, Mikado, vertrau nur auf dein Glück\n\nMikado, Mikado, so heißt das alte Spiel\nMikado, Mikado, zeig' niemals ein Gefühl\nWenn dich was nicht angeht, rühre nicht daran\nMikado, Mikado, spielt heute jedermann\n\nDer alte Mann sprach zu dem Kind vor ihm:\n""Schau' her, ich nehm' ein Hölzchen fort""\n""Und dabei bleiben völlig unberührt""\n""Die andern Hölzchen dort""\n""Dies ist die Regel und nun hör' mir zu""\n""Was schon ein Kind draus lernen kann""\n""Wenn du nur einmal einen Fehler machst""\n""Dann kommt der nächste dran""\n\nMikado, Mikado, so heißt das alte Spiel\nMikado, Mikado, nicht jeder kommt ans Ziel\nDu kannst alles haben mit etwas Geschick\nMikado, Mikado, vertrau nur auf dein Glück\n\nMikado, Mikado, so heißt das alte Spiel\nMikado, Mikado, zeig' niemals ein Gefühl\nWenn dich was nicht angeht, rühre nicht daran\nMikado, Mikado, spielt heute jedermann",https://youtube.com/watch?v=fBGONZ6boSc
1975,fi,Finland,Pihasoittajat,Old Man Fiddle,7,15,7,74,0,74,Hannu Karlsson,"The door opens wide – every head turns round to stare\nHe steps inside with raindrops on his hair\nA grey old man with legs a-limping, he finds himself a chair\nThen he lifts a fiddle and bow with gentle care\n\nAnd just like sunlight out of the rain, old man fiddle's come to play again\nAnd light this night up into flame\nJust his dancing fiddling bow brings to life all sleepy toes\nIn this old heart till morning glows\n\nSo kiss the blues goodbye\nLet the mountain melody brighten the night and make the good times fly\nFeet are dancing free in ragtime reverie\nPick up your lazy legs and give it a try\n\nWe sang along into the dawn till our cares were just memories\nDanced in time to country tunes\nIn some valley he lives free, where his notes ripen on the trees\nUnderneath the harvest moon\n\nSo kiss the blues goodbye\nLet the mountain melody brighten the night and make the good times fly\nFeet are dancing free in ragtime reverie\nPick up your lazy legs and give it a try\n\nIn the gentle falling rain, you could still hear the loving sound\nThat filled the night with memories\nAnd when the skies are turning grey, bring him back here to play again\nHe'll waken blossoms on the trees\n\nSo kiss the blues goodbye\nLet the mountain melody brighten the night and make the good times fly\nFeet are dancing free in ragtime reverie\nPick up your lazy legs and give it a try"
1975,se,Sweden,Lars Berghagen and the Dolls,"Jennie, Jennie",8,18,8,72,0,72,"I know that tonight you're alone in your room with a note in your hand\nIn your dreams you're regretting, but never forgetting\nThat often, you doubt where you stand\n\nYour phonograph spins out a tune, you see pictures in your memory\nI know that you're crying, but there's no denying\nThat time has a different melody\n\nJennie, Jennie, Jennie, Jennie - can't you see the world is yours?\nJennie, Jennie, Jennie, Jennie - life has still so much in store to give you\nJennie, Jennie, Jennie, Jennie - you must change your tune somehow\nJennie, Jennie, Jennie, Jennie - live your life and live it now\n\nYou long for the world that you loved and you want to be there once again\nBut your diary's confessions are like signs that the ocean\nErased forever from the sand\n\nJennie, Jennie, Jennie, Jennie - can't you see the world is yours?\nJennie, Jennie, Jennie, Jennie - life has still so much in store to give you\nJennie, Jennie, Jennie, Jennie - you must change your tune somehow\nJennie, Jennie, Jennie, Jennie - live your life and live it now\n\nJennie, Jennie, Jennie, Jennie - can't you see the world is yours?\nJennie, Jennie, Jennie, Jennie - life has still so much in store to give you\nJennie, Jennie, Jennie, Jennie - you must change your tune somehow\nJennie, Jennie, Jennie, Jennie - live your life and live it now\n\nJennie, Jennie, Jennie, Jennie - can't you see the world is yours?\nJennie, Jennie, Jennie, Jennie - life has still so much in store to give you",https://youtube.com/watch?v=dR0W1CQG8vU
1975,ie,Ireland,The Swarbriggs,That's What Friends Are For,9,2,9,68,0,68,,"When you're lonely, when you're blue\nWhen you need someone to talk to\nWhen you need a talkin' to\nAnd when troubles full and plenty\nCome pilin' at your door\nThat's what friends are for\n\nLadies and gentlemen of the whole wide world\nIf every now and then a single voice was heard\nTelling it like it should be, makin' it simple and plain\nIf that man needs a helpin' hand\nHelp him in from the rain\n\nNow I know you, know you well\nAnd I know that you've been worryin'\nIt's not hard for me to tell\nBut I'm standin' right beside you\nOf that you can be sure\nThat's what friends are for\n\nLadies and gentlemen of the whole wide world\nIf every now and then a single voice was heard\nTelling it like it should be, makin' it simple and plain\nIf that man needs a helpin' hand\nHelp him in from the rain\n\nSo remember, take your time\nJust be sure and let it harmonise\nYeah, be sure and let it rhyme\nI might call on you to see me through\nSo open up your door\nThat's what friends are for\nThat's what friends are for"
1975,es,Spain,Sergio & Estíbaliz,Tú Volverás,10,17,10,53,0,53,"Volverás a ser la chica sencilla\nQue tomó el tren de la vida antes de ser mujer\n\nVolverás, bájate en marcha si puedes\nY aunque los años no vuelven\nTú volverás, volverás\nToma tu vida y tu mochila\n\nVolverás, aunque vestida de olvido\nIncluso para el amigo que te enseñó a besar\n\nVolverás, siempre es más corto el camino\nY aunque vuelvas de vacío\nVolverás, volverás\nToma tu vida y tu mochila\nVuelve ya\n\nSé que abandonaste tus olivos\nTu familia y amigos por triunfar\nPero no te importe si alguien piensa\nQue has jugado y perdido, vuelve ya\n\nVolverás ahora que el tren se detiene\nQue ya ha nevado en tus sienes\nVolverás... volverás\nToma tu vida y tu mochila\nVuelve ya\n\nVolverás, volverás\nToma tu vida y tu mochila\nVolverás",https://youtube.com/watch?v=DEqmBaHmfck
1975,il,Israel,Shlomo Artzi,At Va'Ani,11,12,11,40,0,40,"At ola kmo shemesh\nHayoshevet me'alai\nVeroshemet bekarneha et yomi\n\nAt krova kmo geshem\nAl roshi ve'al panai\nVehamaim shebefi leta'ami\n\nAt va'ani, ah ah ah...\nAt va'ani, ken, ah ah ah...\nKmo barak vera'am\nAd katsvei hayam\n\nAt va'ani\nAt va'ani, ken\nZe nishma chazak yoter min ha'olam\n\nShneinu yom velaila\nSovevim lelo le'ut\nZe mize ba'im\nVeze el ze shavim\n\nKmo tsiv'ei hakeshet\nOd nikshor anan bechut\nVenomar lo: Shma\nBa'im yamim tovim\n\nAt va'ani, ah ah ah...\nAt va'ani, ken, ah ah ah...\nKmo barak vera'am\nAd katsvei hayam\n\nAt va'ani\nAt va'ani, ken\nZe nishma chazak yoter min ha'olam\n\nKmo tsiv'ei hakeshet\nOd nikshor anan bechut\nVenomar lo: Shma\nBa'im yamim tovim\n\nAt va'ani, ah ah ah...\nAt va'ani, ken, ah ah ah...\nKmo barak vera'am\nAd katsvei hayam\n\nAt va'ani\nAt va'ani, ken\nZe nishma chazak yoter min ha'olam\n\nAt va'ani\nAt va'ani",https://youtube.com/watch?v=uXkULDSYGCk
1975,mt,Malta,Renato,Singing This Song,12,10,12,32,0,32,"If things shouldn't go right, your stars are not twinkling so bright\nDon't cry, for what's the use to be counting your blues?\nJust say you had a date and your friend turned out to be late\nCheer up, think it's a boon, go on, whistle a tune\n\nNothing will change what had to be done, it just happened to be\nPack your troubles and make fun, you'll enjoy it, you'll see\n\nSo do listen to me, whatever your trouble may be\nJoin in and come along with a smile and a song\n\nIt's good to understand that the world is not at its end\nForget what beats you inside, keep it out of your mind\n\nNothing will change what had to be done, it just happened to be\nPack your troubles and make fun, you'll enjoy it, you'll see\n\nSure love not to be hurt, we were born to live on this Earth\nSo when something goes wrong, join in singing this song\n\nSure love not to be hurt, we were born to live on this Earth\nSo when something goes wrong, join in singing this song\n\nJoin in singing this song",https://youtube.com/watch?v=VbhlDCqGDS0
1975,yu,Yugoslavia,Pepel In Kri,Dan Ljubezni,13,8,13,22,0,22,"Pusti tisoč dni\nIn tisoč noči, ki jih več ni\nČe sploh ne veš, da so kdaj bili\n\nVzemi le en dan, ki skril si ga tja\nNa srčno stran\nPozabil ga nikoli več ne boš\n\nTo je bil tvoj dan ljubezni\nNajlepši dan, ki ne mine nikdar\nSvet živi za dan ljubezni\nDan, ki da ti vse in vse ti vzame\nTega nikdar ne veš\n\nKdaj prišel bo zate spet ta dan\nNaj te upanje ne zapusti\nLe zaspi ko jutro te zbudi\nTo bo ljubezni dan\n\nTo je bil tvoj dan ljubezni\nNajlepši dan, ki ne mine nikdar\nSvet živi za dan ljubezni\nDan, ki da ti vse in vse ti vzame\nTega nikdar ne veš\n\nKdaj prišel bo zate spet ta dan\nNaj te upanje ne zapusti\nLe zaspi ko jutro te zbudi\nTo bo ljubezni dan\n\nKdaj prišel bo zate spet ta dan\nNaj te upanje ne zapusti\nLe zaspi ko jutro te zbudi\nTo bo ljubezni dan\n(Ljubezni dan)",https://youtube.com/watch?v=PH89OtPhEk0
1975,mc,Monaco,Sophie,Une Chanson C'est Une Lettre,13,14,13,22,0,22,"Vois-tu? – La chanson c'est une lettre\nQu'on écrit pour soi et puis qu'on jette\nElle ne voit jamais la boîte aux lettres\nEt pourtant\n\nOn a le courage d'y dire: ""Je t'aime""\nPuisque c'est un autre sur la scène\nQui vient le crier sans avoir peur\nDes projecteurs\n\nUne chanson c'est une lettre\nQue l'on écrit là dans sa tête\nUne chanson c'est une lettre\nQue l'on n'envoie...\nQue l'on n'envoie jamais\n\nLes amours y sont toujours parfaites\nOn a jamais peur d'y être bête\nQuand le cœur est prêt à se soumettre\nÀ un cœur\n\nIl est plus facile de dire: ""Je t'aime""\nÀ l'alexandrin de son poème\nL'amour n'est jamais comme sur la scène\nDans la vie\n\nUne chanson c'est une lettre\nQue l'on écrit là dans sa tête\nUne chanson c'est une lettre\nQue ne prendra jamais plus le facteur\n\n""Partons tous les deux sur ce navire""\nVoilà des choses que je ne peux dire\nMa gorge se serre et se déchire\nÀ l'idée\nQu'un jour il faudrait que je t'écrive\nCes mots plantés là sur l'autre rive\nFaute de te faire une missive\nJ'ai chanté\n\nUne chanson c'est une lettre\nQue l'on écrit là dans sa tête\nUne chanson c'est une lettre\nQue ne prendra jamais le facteur\n\nUne chanson c'est une lettre\nQue l'on écrit là dans sa tête\nUne chanson c'est une lettre\nQui reste en soi\nQui se froisse et qui meurt",https://youtube.com/watch?v=iPb7zd89LuQ
1975,be,Belgium,Ann Christy,Gelukkig Zijn,15,11,15,17,0,17,"Het lopen door straten, alleen zonder doel \nHet stilletjes praten, alleen in 't gewoel \nHet kijken naar mensen, dat maakt me blij \n\nDat heet dan gelukkig zijn \nEen deur die plots opengaat \nDat heet dan gelukkig zijn \nWaardoor je weer hopen gaat \nDat maakt je blij \nMaakt je blij, maakt je blij \n\nDat heet dan gelukkig zijn \n't Gevoel niet alleen te zijn \nDat heet dan gelukkig zijn \nOm dan met zijn twee te zijn \n\nWhen moving or dreaming, when running along \nI'm feeling like singing... like singing a song \nWhen walking beside you, I can't go wrong \n\nSo could it be happiness \nThis feeling I get from you? \nSo could it be happiness? \nI can't get enough of you \nBeing so near \nDear, so near, oh so near \n\nSo could it be happiness \nThis feeling I get from you? \nSo could it be happiness? \nI can't get enough of you \n\nSo could it be happiness \nThis feeling I get from you? \nSo could it be happiness? \nSo could it be happiness?",https://youtube.com/watch?v=UMgAM5LkDO4
1975,pt,Portugal,Duarte Mendes,Madrugada,16,16,16,16,0,16,"Dos que morreram sem saber porquê\nDos que teimaram em silêncio e frio\nDa força nascida no medo\nE a raiva à solta manhã cedo\nFazem-se as margens do meu rio\n\nDas cicatrizes do meu chão antigo\nE da memória do meu sangue em fogo\nDa escuridão a abrir em cor\nDo braço dado e a arma flor\nFazem-se as margens do meu povo\n\nCanta-se a gente que a si mesma se descobre\nE acorda vozes, arraiais\nCanta-se a terra que a si mesma se devolve\nQue o canto assim nunca é demais\n\nEm cada veia o sangue espera a vez\nEm cada fala se persegue o dia\nE assim se aprendem as marés\nAssim se cresce e ganha pé\nRompe a canção que não havia\n\nAcordem luzes nos umbrais que a tarde cega\nAcordem vozes e arraiais\nCantem despertos na manhã\nQue a noite entrega\nQue o canto assim nunca é demais\n\nCantem marés por essas praias de sargaços\nAcordem vozes, arraiais\nCorram descalços rente ao cais\nAbram abraços\nQue o canto assim nunca é demais\nO canto assim nunca é demais",https://youtube.com/watch?v=0GBNvbY4psM
1975,de,Germany,Joy Fleming,Ein Lied Kann Eine Brücke Sein,17,4,17,15,0,15,"Schau auf dein Leben\nWas hat es gegeben?\nJahre, die dreh'n sich nur im Kreis\nDu möchtest dich ändern\nDoch niemand zerbricht das Eis, ooh...\n\nDann sprichst du mit Leuten\nDie dir nichts bedeuten\nSchau, ihnen geht es so wie dir\nDabei gibt es noch Wege\nDie führen genau zu mir\nOh baby\n\nEin Lied kann eine Brücke sein\nUnd jeder Ton ist wie ein Stein\nEr macht sie stark und fest\nDu kannst darüber gehen\nAndere verstehen\n\nEin Lied kann eine Brücke sein\nHab etwas Mut und stimm mit ein\nUnd ist dein Herz bereit\nKomm über diese Brücke\nHer aus deiner Einsamkeit\n\nHör auf zu spielen und lerne zu fühlen\nWie viele Menschen Freunde sind\nLerne zu singen, vertraue so wie ein Kind\nOh baby\n\nEin Lied kann eine Brücke sein\nUnd jeder Ton ist wie ein Stein\nEr macht sie stark und fest\nDu kannst darüber gehen\nAndere verstehen\n\nEin Lied kann eine Brücke sein\nHab etwas Mut und stimm mit ein\nUnd ist dein Herz bereit\nKomm über diese Brücke\nHer aus deiner Einsamkeit\n\n(Nananana nananana...)\n(Nananana nananana...)\n(Nana nana nana...)\n\nSo come on and get movin'\nWalk across the Bridge of...\nCome on and get movin'\nWalk across the Bridge of...\nCome on and get movin'\nWalk across the Bridge of Love",https://youtube.com/watch?v=EDf9XX_p1mA
1975,no,Norway,Ellen Nikolaysen,You Touched My Life With Summer,18,6,18,11,0,11,"You came along and touched my life with summertime\nAnd filled my soul with rays of golden sunshine\nYou made me feel that somethin' real was waiting to be found\nChanging my whole style, teaching me to smile\n\nEvery day, every way, let me stay in your summer\nSummer, stay with me\nKeep me warm, summer wine\nKeep me warm, summertime\n\nI feel the warmth of summer deep inside of me\nAnd know the glow of love will show and free me\nAnd when you're gone, I'll carry on with what you left in me\nSomething that will grow, everyone will know\n\nEvery day, every way, let me stay in your summer\nSummer, stay with me\nKeep me warm, summer wine\nKeep me warm, summertime\n\nI hope you'll be returning when next summer comes\nThen we'll be three, together in the summer sun",https://youtube.com/watch?v=rGGE7hZVP3I
1975,tr,Turkey,Semiha Yanki,Seninle Bir Dakika,19,13,19,3,0,3,"Seninle bir dakika, mutlandırıyor beni\nBir dakika siliyor canım, yılların özlemini\nSeninle bir dakika, mutlandırıyor beni\nBir dakika siliyor canım, yılların özlemini\n\nHasret tükenmez gibi, kavuşmak bir dakika\nSevmek bir ömür sürer, sevişmek bir dakika\n\nLa la la la la la la... la la la la la la la...\nLa la la la la la la... la la la la la la la...\n\nSeninle buluşmamız, bir dakikada geçti\nGözlerim gözlerini canım, bir dakikada içti\nSeninle buluşmamız, bir dakikada geçti\nGözlerim gözlerini canım, bir dakikada içti\n\nHasret tükenmez gibi, kavuşmak bir dakika\nSevmek bir ömür sürer, sevişmek bir dakika\n\nLa la la la la la la... la la la la la la la...\nLa la la la la la la... la la la la la la la...\n\nHasret tükenmez gibi, kavuşmak bir dakika\nSevmek bir ömür sürer, sevişmek bir dakika\n\nLa la la la la la la...",https://youtube.com/watch?v=hF7yQ_d8rJg
1976,gb,United Kingdom,Brotherhood of Man,Save Your Kisses For Me,1,1,1,164,0,164,Martin Lee,Tony Hiller
1976,fr,France,Catherine Ferry,"Un, Deux, Trois",2,17,2,147,0,147,"Un, deux, trois\nMa politique à moi\nC'est d'être aimée de toi\nEt chanter lalala lala lala...\n\nUn, deux, trois\nLa vie n'est pas pour moi\nUn livre de Kafka\nUn, deux, trois\n\nJouez, jouez, musiciens\nEnchantez-moi, magiciens\nTourne, tourne dans ma tête à moi\nFais briller les yeux des enfants-rois\n\nFais-moi rêver, comédien\nChante, danse, baladin\nDans la ronde folle, entraînez-moi\nDonnez-moi l'amour et la joie\n\nUn, deux, trois (Un, deux, trois)\nQu'il pleuve sur les toits (Sur les toits)\nQu'il neige sur les bois\nIl fait si bon dans tes bras, lala lala...\n\nUn, deux, trois (Un, deux, trois)\nJe n'entends que ta voix (Que ta voix)\nJe ne vis que pour toi\nJe t'aime\n\nJouez, jouez, musiciens\nEnchantez-moi, magiciens\nTourne, tourne dans ma tête à moi\nFais briller les yeux des enfants-rois\n\nFais-moi rêver, comédien\nChante, danse, baladin\nDans la ronde folle, entraînez-moi\nDonnez-moi l'amour et la joie\n\nLala lalala... lala lala...\nLala lalala... lala lala...\n\nFais-moi rêver, comédien\nChante, danse, baladin\nDans la ronde folle, entraînez-moi\nSol mi sol sol fa mi...\nSol mi sol sol fa mi...\nDonnez-moi l'amour et la joie",https://youtube.com/watch?v=lEDEd3xpbqA
1976,mc,Monaco,Mary Christy,"Toi, La Musique Et Moi",3,16,3,93,0,93,"Et Paris se déchire sous la pluie\nEt Paris se déchire dans tes yeux\nDans ta chambre là-haut, tu t'ennuies\nTu t'endors comme un clown malheureux\n\nLaisse là ces rues mouillées\nEt ces gens toujours pressés\nLaisse là ton désespoir et suis-moi\n\nSi tu veux, nous vivrons - toi, la musique et moi\nOui, simplement toi, la musique et moi\nDans un autre univers à fleur de ciel\nSi tu veux, nous vivrons - toi, la musique et moi\nOui, simplement toi, la musique et moi\nDans un monde nouveau, presque irréel\n\nImagine une ville au soleil\nImagine le retour d'un amour\nLe sourire d'un enfant qui s'éveille\nUne page dans le petit jour\n\nMon amour, prends-moi la main\nDès demain, nous serons un\nN'aie plus peur\nN'hésite pas et suis-moi\n\nSi tu veux, nous vivrons - toi, la musique et moi\nOui, simplement toi, la musique et moi\nDans un autre univers à fleur de ciel\nSi tu veux, nous vivrons - toi, la musique et moi\nOui, simplement toi, la musique et moi\nDans un monde nouveau, presque irréel\n\nNous vivrons - toi, la musique et moi\nOui, simplement toi, la musique et moi\nDans un autre univers à fleur de ciel\nSi tu veux, nous vivrons - toi, la musique et moi\nOui, simplement toi, la musique et moi\nDans un monde nouveau, presque irréel\n\nLa musique et moi\nLa musique et moi",https://youtube.com/watch?v=uoo_2aO2XPM
1976,ch,Switzerland,"Peter, Sue and Marc","Djambo, Djambo",4,2,4,91,0,91,"The birds have known the old man for many years\nHis eyes have seen so much and look so mild\nHe's up at four and early every morning\nHe feeds them and feels happy like a child\n\nOnce he was a clown in the arena\nPeople said the best that ever was\nNow they call him good old Djambo Djambo\nBut in his dreams, he still hears the applause\n\nHey hey hey... hey hey hey... Djambo Djambo\nDon't be sad, for you know that the show must go on\nHey hey hey... hey hey hey... Djambo Djambo\nIt was you who had us laughing, you're the one\n\nAnd sometimes you can see him on the sidewalk\nWith little boys and girls around his feets\nWhen Djambo Djambo plays his barrel organ\nChildren call it circus in the streets\n\nSuddenly his eyes reflect emotion\nIn Djambo's mind, the limelight shines again\nHe's back on stage and all the kids are laughing\nJust as if the show would never end\n\nHey hey hey... hey hey hey... Djambo Djambo\nDon't be sad, for you know that the show must go on\nHey hey hey... hey hey hey... Djambo Djambo\nIt was you who had us laughing, you're the one\n\nHey hey hey... hey hey hey... Djambo Djambo\nDon't be sad, for you know that the show must go on\nHey hey hey... hey hey hey... Djambo Djambo\nIt was you who had us laughing, you're the one\n\nIt was you who had us laughing, you're the one",https://youtube.com/watch?v=3KdqK-P6taY
1976,at,Austria,Waterloo and Robinson,My Little World,5,14,5,80,0,80,"Birds and bees and apple trees are things\nMoney doesn't buy, but sunshine brings\nOh, how beautiful a day can be\nWhen you say the one you love is me\n\nHere we are - free to go\nWhen you say you love me so\n\nI just love my little world\nI don't need no new sensations\nAll I want's the simple life\nLoving you's a sweet temptation\n\nI just love my little world\nI don't need no new sensations\nAll I want's the simple life\nLoving you's a sweet temptation\n\nWe're not rich, buy everything is fine\nI'm sure the one I love is mine\nI don't need to be a millionaire\nMoney doesn't make a love affair\n\nHere we are - free to go\nThat's what makes me love you so\n\nI just love my little world\nI don't need no new sensations\nAll I want's the simple life\nLoving you's a sweet temptation\n\nI just love my little world\nI don't need no new sensations\nAll I want's the simple life\nLoving you's a sweet temptation\n\nI just love my little world\nI don't need no new sensations\nAll I want's the simple life\nLoving you's a sweet temptation",https://youtube.com/watch?v=iLB8pwWaPlE
1976,il,Israel,"Chocolate, Menta, Mastik",Emor Shalom,6,4,6,77,0,77,"Bo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nBo miyad, ten li yad\nTen li yad, ani ro'a kvar et ha'ofek\nBo miyad, ten li yad\nKim'at shloshim shana ani levad\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nIm netse ze el ze\nZe et ze nifgosh hayom al em haderech\nAz nits'ad yad beyad\nUnemale kol rega she'avad\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nTen li la, ten li re, ten li mi\nAni rotsa lashir bishnaim\nTen li fa, ten li sol\nYashiru az kulam bekol gadol\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nBo, bo, bo od hayom\nAni od kan az bo emor shalom\nEmor shalom\n\nBo miyad, ten li yad\nTen li yad, ani ro'a kvar et ha'ofek\nBo miyad, ten li yad\nBo miyad veten li yad",https://youtube.com/watch?v=h3WhXhQBTSQ
1976,it,Italy,Romina and Al Bano,We'll Live It All Again,7,13,7,69,0,69,Romina Power,"I remember your face, when the first time we kissed \nHow you started to blush, what you said when you touched my hand \nAnd the drives to the beach with the sand on my feet \nWhat we drew on the shore – it's as if it were yesterday \n\nMi ricordo quei giorni, fino all'alba l'amore\nLe tue bambole antiche sorridevano insieme a te\nE i tuoi corti vestiti, come prati fioriti\nChe, distesi nel vento, mi ridavano la libertà\n\nI'd live it all again,  anch'io lo rivivrei\nAnch'io lo rivivrei, we'll live it all again \n\nWhen we had our first babe, how we found her new games \nHow she smiled when she saw me, and the first time she called you dad \nAll the good times we had, although some – they were bad \nThrough the laughter and pain, but the feeling was always there \n\nMi ricordo quegli anni, quante giuste canzoni\nQuante maschere in giro e tu sola vicino a me\nSolitudine in due e cent'anni son pochi\nSe vivessi di nuovo, io te sempre risceglierei\n\nI'd live it all again,  anch'io lo rivivrei\nAnch'io lo rivivrei, we'll live it all again \n\nI remember your face, when the first time we kissed \nHow you started to blush, what you said when you touched my hand \nE i tuoi corti vestiti come prati fioriti\nChe distesi nel vento mi ridavano la libertà"
